"speciesid","gr","count"
409168,malacostraca,12
417572,,4
1324035,,1
102264,malacostraca,83
141998,,101
435244,gastropoda,2
168301,,1
398417,actinopterygii,2
174706,cnidaria,29
219930,actinopterygii,75
354593,,12
712169,,1
446165,gastropoda,1
1259623,malacostraca,6
640202,,58
372257,,2
136050,,2554
854445,cnidaria,1
134167,,25
458930,,1
283861,cnidaria,3
525555,gastropoda,5
1046614,,1
1149641,,28
276954,actinopterygii,851
388393,,13
213941,,945
419603,gastropoda,27
165003,,1
441513,malacostraca,20
377141,,343
156066,gastropoda,69
277033,actinopterygii,284
477516,malacostraca,2
113266,,1
280238,actinopterygii,10
219831,actinopterygii,1
103140,malacostraca,2
532465,gastropoda,3
489237,malacostraca,21
333062,annelida,542
272510,actinopterygii,29
282446,actinopterygii,35
373389,,4
743516,annelida,1
287496,cnidaria,15
371659,,2
591559,gastropoda,19
133597,,2
515280,malacostraca,4
493397,,2
149322,,11256
356496,,4
446513,gastropoda,98
214456,,55
220177,malacostraca,2
863533,,9
734520,annelida,96
570176,gastropoda,27
197153,gastropoda,23
147144,malacostraca,367
104616,,13344
197175,gastropoda,61
471125,,1
532877,gastropoda,86
207057,cnidaria,256
286766,cnidaria,39
167350,,4
104786,,62
315953,elasmobranchii,5325
867746,gastropoda,9
251421,,1
1360300,,4
598025,gastropoda,2
1298944,malacostraca,1
126755,actinopterygii,826
850543,gastropoda,1
449962,gastropoda,5
274851,actinopterygii,381
458609,gastropoda,2
122283,,1
597421,gastropoda,145
152757,,1
237193,malacostraca,7
448007,gastropoda,23
278874,actinopterygii,1
298166,elasmobranchii,8
490584,malacostraca,59
273306,actinopterygii,3
112644,,16
127317,actinopterygii,66
233158,,1
279057,elasmobranchii,2
448277,malacostraca,1
113236,,108
475550,annelida,1
122250,,1
442731,malacostraca,111
406052,,10
274258,actinopterygii,41
504729,,7
1027634,,60
527780,gastropoda,120
272007,actinopterygii,7
346615,,10
390242,annelida,1
422207,,9
433962,gastropoda,4
423206,malacostraca,4
118986,malacostraca,25
599576,gastropoda,1
736614,gastropoda,4
280685,actinopterygii,1589
554853,gastropoda,1
346070,,1
736689,,1
145489,,2
283575,cnidaria,4
355938,,7
1149632,,12
217813,actinopterygii,7
221168,,34
234607,elasmobranchii,41
350355,,1
289541,cnidaria,22
298303,actinopterygii,5
281629,actinopterygii,10
419705,gastropoda,120
345426,,2
480156,,2
554793,malacostraca,10
255219,malacostraca,3
1358824,malacostraca,1
112978,,201
504574,,3
397112,gastropoda,18
110594,malacostraca,35
407530,,2
427046,,3
274372,actinopterygii,20
152503,,1
433868,gastropoda,1
246148,,853
157109,,41
733164,,2
282112,actinopterygii,1
353003,,6
176564,,2
724079,gastropoda,4
225185,gastropoda,15
132536,,1
417563,,11
136448,malacostraca,7
457632,,3
418100,,76
168371,,2
582544,annelida,1
535726,gastropoda,3
288362,cnidaria,2
169337,,2
276282,actinopterygii,447
839790,,1
143064,,3
151501,actinopterygii,582
249935,,2
584998,malacostraca,1178
170661,,1
369038,,20
481037,,1
122764,,100
280741,actinopterygii,37
494405,gastropoda,1
880388,,1
419127,,4
1317254,annelida,1
263505,malacostraca,2
470622,,2
835507,,7
461004,,165
208365,gastropoda,19
342157,,78
285918,cnidaria,22
420467,gastropoda,11
754130,gastropoda,1
281929,elasmobranchii,39
169853,,5
371635,,1
390755,,11
333910,annelida,3
380760,,90
1053353,malacostraca,4
513124,,3
712515,actinopterygii,27
276038,actinopterygii,186
596601,gastropoda,1
607200,gastropoda,2
730409,gastropoda,108
1061900,malacostraca,3
548536,malacostraca,3
372110,,5
217636,elasmobranchii,78
289177,cnidaria,38
418010,,2
326922,annelida,2
159298,actinopterygii,786
150781,,1
533881,gastropoda,6
134139,,19
358848,,1
623005,,3
328746,annelida,2
167001,,1
456914,gastropoda,1
549434,gastropoda,8
723122,,6
448255,gastropoda,21
431324,malacostraca,1
955168,malacostraca,3
334351,annelida,1
766619,gastropoda,2
388298,gastropoda,1
209654,annelida,8
514392,malacostraca,16
512100,gastropoda,3
277434,actinopterygii,4
545581,malacostraca,2
867799,annelida,1
356643,,1
218305,actinopterygii,203
280537,actinopterygii,6
212893,gastropoda,63
142755,,2
221169,,193
534863,malacostraca,13
181909,malacostraca,25
217529,actinopterygii,60
217225,gastropoda,10
159732,actinopterygii,12699
390291,malacostraca,23
145037,,49
137579,annelida,23
128939,,3413
213093,,1
128217,,3
174154,annelida,11
382873,malacostraca,3
274724,actinopterygii,33
433761,gastropoda,2
386069,,17
440229,malacostraca,6
599907,,5
111581,,8
909454,,1
236968,malacostraca,7
285425,cnidaria,2
741978,gastropoda,57
139129,,136
219047,actinopterygii,2
427146,,2
1055268,gastropoda,4
168827,,8
507600,,106
275638,actinopterygii,19
562058,,4
213202,,14
372308,,1
326777,annelida,1
397073,,9
1052685,,1
380650,,5
181738,malacostraca,8
211322,,9
286849,cnidaria,53
422978,malacostraca,1
901682,,6
516887,,4
408512,,1
584294,,1
329458,annelida,24
470818,,8
277088,actinopterygii,115
273014,actinopterygii,6
127274,actinopterygii,271
735299,,160
599837,gastropoda,1
333161,annelida,1
932647,malacostraca,2
171488,,7
210648,malacostraca,1
130308,annelida,15
451446,,2
243407,,1
111254,,28
277626,actinopterygii,38
130078,annelida,275
181581,annelida,15
442613,malacostraca,1
232830,,51
232932,,22
366900,malacostraca,2
123920,,740
218664,actinopterygii,152
389496,malacostraca,5
170261,,4
839164,,214
431869,malacostraca,3
506539,,24
235378,,5
273544,actinopterygii,13
715109,,2
166616,,32
504839,,14
1297576,elasmobranchii,11
373905,,1
275785,actinopterygii,32
287009,cnidaria,58
209510,malacostraca,12
217938,actinopterygii,23
714720,gastropoda,2
419189,,6
288932,cnidaria,9
432999,gastropoda,2
888084,gastropoda,1
173895,,2
567672,gastropoda,52
577648,gastropoda,1
289666,cnidaria,7
228633,,7
719774,gastropoda,2
391966,,23
132841,,2
273072,actinopterygii,49
392508,malacostraca,3
581617,cnidaria,12
394382,,5
173155,,189
277054,actinopterygii,23
386737,,1
874510,gastropoda,2
131078,annelida,1
120849,,2
155842,,1
207529,malacostraca,56
148932,,1361
877951,malacostraca,8
154854,,1
174271,,11
235475,,2
120975,,1
326317,annelida,96
143180,,1
747423,,1
102415,malacostraca,51
327817,annelida,1
197041,gastropoda,206
420825,,59
174932,malacostraca,4
475944,annelida,10
111213,,13
390361,malacostraca,4
515706,malacostraca,70
272696,actinopterygii,7
760717,,7
255115,,1
281457,actinopterygii,183
243067,,21
247617,malacostraca,10
286320,cnidaria,1
215483,gastropoda,5
154949,annelida,14
236606,malacostraca,38
207947,gastropoda,2
430814,malacostraca,2
619047,,59
743969,annelida,1
548667,malacostraca,2
255956,malacostraca,1
619061,,14
147322,,379
532176,gastropoda,52
429732,,1
711828,,17
166107,,2
218490,actinopterygii,3032
234116,malacostraca,1282
418917,,12
417616,,2
279462,actinopterygii,90
272820,actinopterygii,35
256208,malacostraca,3
170184,,2
275959,actinopterygii,1
421802,malacostraca,23
395839,,2
276188,actinopterygii,19
988322,,220
273784,actinopterygii,1558
107344,malacostraca,117
272639,actinopterygii,2
419381,gastropoda,7
505657,,9
350262,,4
368388,malacostraca,17
217359,elasmobranchii,34
254872,,7
398787,gastropoda,7
448423,gastropoda,4
293097,,3
173104,,12
251114,,3
910511,,3
230449,,4
137499,annelida,1
281325,actinopterygii,2
224618,gastropoda,2
579497,,3
480986,,1
592940,cnidaria,56
237397,malacostraca,12
219342,actinopterygii,126
231886,,33
417500,,2
523086,,1
991145,malacostraca,1
154570,actinopterygii,85
508917,,7
216723,gastropoda,52
344154,,4
282919,elasmobranchii,4
366161,malacostraca,2
831298,gastropoda,1
403922,,2
273554,actinopterygii,209
332774,annelida,3
142843,,1
856298,cnidaria,8
592428,gastropoda,4
1079161,malacostraca,1
475661,annelida,2
841767,,127
334582,annelida,55
173613,annelida,40
211742,,78
252289,,118
372458,,1
1053095,,1
236921,malacostraca,8
495029,,2
559420,gastropoda,10
419923,gastropoda,4
272456,actinopterygii,4
593865,,1
286621,cnidaria,30
639734,,1
1307563,malacostraca,3
255345,malacostraca,19
264122,malacostraca,1
141619,gastropoda,1
241995,,8
431834,malacostraca,8
439983,malacostraca,12
281817,actinopterygii,3
742989,actinopterygii,6
104545,,1074
287500,cnidaria,38
109602,,8
449978,gastropoda,97
290454,cnidaria,9
719268,gastropoda,1
331308,annelida,7
358943,,5
281470,actinopterygii,1
368840,,1
274343,actinopterygii,21
127139,actinopterygii,715644
732674,,1
457077,,1
421668,malacostraca,5
181125,,2
219564,actinopterygii,34
174411,annelida,34
283731,cnidaria,1
355124,,2
274081,actinopterygii,3
207150,cnidaria,25
332350,annelida,3
341688,,3
228608,,8
356461,,1
532876,gastropoda,1
816081,,66
258143,malacostraca,3
280889,actinopterygii,34
417059,,3
511618,gastropoda,4
475934,annelida,12
130008,annelida,263
475567,annelida,1
110096,,83
250292,,261
281918,actinopterygii,2
161484,malacostraca,2
374588,,5
581898,gastropoda,9
989086,,2
495050,,3
286322,cnidaria,3
210542,malacostraca,14
114467,,2
101017,cnidaria,19
342130,,2
287519,cnidaria,8
256880,malacostraca,3
867787,annelida,3
925107,,143
594326,,2
484572,,1
174380,,16
209623,cnidaria,10
212287,actinopterygii,93
469117,,1
417948,,622
438856,gastropoda,58
718769,malacostraca,6
220670,,4
277477,actinopterygii,42
329940,annelida,5
244014,,8
250568,,4
278411,actinopterygii,14
444781,malacostraca,10
121600,,1
111486,,18
514770,malacostraca,5
430727,malacostraca,12
409848,malacostraca,26
597313,gastropoda,18
409358,malacostraca,7
565915,gastropoda,3
181760,malacostraca,6
104483,,1123
1326496,annelida,1
832434,malacostraca,77
243359,,30
102162,malacostraca,95
549306,malacostraca,6
219267,actinopterygii,15
233583,,1
728634,,2
104869,,1
166280,,1
581993,,36
272718,actinopterygii,39
113934,,2737
283446,cnidaria,1
136010,,8
527146,,4
276513,actinopterygii,102
1043465,elasmobranchii,10
773775,,7
729976,malacostraca,36
100987,cnidaria,570
368248,malacostraca,3
145883,,209
143599,,14
372780,,1
606845,,11
257059,malacostraca,3
475556,annelida,1
171798,,1
458484,gastropoda,14
557567,malacostraca,1
493630,,24
219248,actinopterygii,247
754207,malacostraca,13
377748,malacostraca,17
141944,gastropoda,629
275094,actinopterygii,3
283931,cnidaria,2
370606,annelida,7
488405,malacostraca,1
469171,,19
291653,,4
167506,,3
288038,cnidaria,2
593101,cnidaria,1
261684,malacostraca,1
168705,,1
166564,,2
168524,,2
286844,cnidaria,55
125413,cnidaria,274
451248,,2
558022,malacostraca,12
367955,gastropoda,55
261722,malacostraca,1
165037,,3
517753,cnidaria,2
250789,,1
247644,malacostraca,1
355310,,12
278807,actinopterygii,41
440237,malacostraca,3
116306,,40
570022,gastropoda,34
127358,actinopterygii,1731
729911,,1
591969,gastropoda,11
130982,annelida,1872
521251,,3
1214327,,2
909609,,1
127267,actinopterygii,63
441955,malacostraca,20
251163,,4
170813,,65
361797,,1
457691,,2
556306,,7
239514,,14
327441,annelida,5
437693,,10
515234,malacostraca,3
250747,,12
834952,actinopterygii,1
219424,actinopterygii,43
367503,malacostraca,10
250752,,1
430631,gastropoda,68
326553,annelida,1
419925,gastropoda,2
181601,malacostraca,1
212168,gastropoda,30
165873,,4
838890,,83
170562,,1
173774,,189
392101,malacostraca,13
256780,malacostraca,2
126538,actinopterygii,820
834011,,1
461258,,11
257932,malacostraca,2
396072,gastropoda,1
107463,malacostraca,4
570173,gastropoda,51
506042,,7
139947,gastropoda,65
216456,,1
506014,,5
122132,,5
119987,malacostraca,4
143364,,1
556626,,2
472496,,1
419590,gastropoda,16
219402,actinopterygii,67
143540,,3
237037,malacostraca,10
285834,cnidaria,17
115108,,4
256287,malacostraca,7
246442,malacostraca,1
471198,,1
283284,cnidaria,1
173669,,5
235692,,4
513362,,2
211634,,4
366507,malacostraca,54
598635,gastropoda,1
217469,actinopterygii,652
537195,malacostraca,1
134690,,88
113452,,22319
115872,,1
145220,,7
102630,malacostraca,58
760148,gastropoda,1
258157,malacostraca,2
247587,malacostraca,3
172892,,15
578017,annelida,34
1292037,,1
433392,gastropoda,1
835323,gastropoda,3
126518,actinopterygii,120
277007,actinopterygii,1
658544,,1
170440,,39
699511,,1
559978,gastropoda,1
173049,cnidaria,137
532738,gastropoda,2
493356,,66
225897,aves,4
166986,,2
221297,,64
471505,,6
286733,cnidaria,20
851080,gastropoda,1
284236,cnidaria,28
876483,,7
720530,,64
1321567,,1
836320,,1
444835,malacostraca,11
276086,actinopterygii,88
280595,actinopterygii,19
420735,,385
760097,gastropoda,1
246194,malacostraca,5
118585,malacostraca,11
387795,gastropoda,2
127081,actinopterygii,27
126364,actinopterygii,9
235040,,173
821598,,27
495092,,2304
273921,actinopterygii,734
471224,,10
197277,gastropoda,22
373192,,8
251567,,3
104599,,181
241200,malacostraca,86
514662,malacostraca,1
282829,actinopterygii,37
159703,actinopterygii,6990
450021,gastropoda,16
107318,malacostraca,941
273666,actinopterygii,5
287256,cnidaria,2
140593,,320
285820,cnidaria,36
131479,annelida,118
126835,actinopterygii,2668
280561,actinopterygii,132
127031,actinopterygii,1252
272170,actinopterygii,113
154877,,1
348468,,4
290972,cnidaria,14
489678,malacostraca,7
388906,malacostraca,18
558499,gastropoda,160
164399,,1
588898,malacostraca,6
593782,gastropoda,2
217835,actinopterygii,32
834944,actinopterygii,13
231738,malacostraca,12
626020,,1
289009,cnidaria,2
421623,malacostraca,69
371636,,18
159278,actinopterygii,230
128195,,1
214700,malacostraca,4
272176,actinopterygii,6
289705,cnidaria,449
557812,malacostraca,8
417283,,4
112607,,7
515614,malacostraca,19
731397,gastropoda,3
882347,,2
592302,gastropoda,4
221079,gastropoda,4
376989,,44
475008,actinopterygii,2
739660,gastropoda,1
132828,,4
286520,cnidaria,1
105922,elasmobranchii,60
176737,,3
275119,actinopterygii,9
275690,actinopterygii,21
254739,annelida,3
372792,,1
338339,annelida,8
208136,gastropoda,15
136724,,2
876850,gastropoda,6
217961,actinopterygii,296
255386,malacostraca,9
514915,malacostraca,1
163912,,4
427955,,4
149755,,36324
745652,malacostraca,1
274215,actinopterygii,10
344563,,1
433874,gastropoda,7
1017240,actinopterygii,1
368658,,2
344235,,68
626046,,34
328773,annelida,54
326336,annelida,1
159228,actinopterygii,7145
548669,malacostraca,25
419791,gastropoda,67
196350,,9
766299,,1
477437,,3
431852,malacostraca,2
761459,annelida,32
210251,malacostraca,6
408657,,1
428713,,2
143512,,2
1059759,malacostraca,2
1027674,,66
136374,malacostraca,17
241288,malacostraca,386
102266,malacostraca,6
378163,,1
119922,malacostraca,14
513045,,16
489329,gastropoda,11
488521,malacostraca,99
367439,malacostraca,13
250424,,22
334533,annelida,159
390098,elasmobranchii,3
111397,,885
256620,malacostraca,3
246503,malacostraca,12
388618,malacostraca,1
997990,gastropoda,10
167548,,3
256442,malacostraca,4
493158,gastropoda,1
207464,cnidaria,1467
142945,,1
164436,,4
266869,,67
442243,malacostraca,4
215827,,74
287292,cnidaria,2
212099,cnidaria,4
113826,,31
261326,malacostraca,2
183118,,4
505206,,2
283101,elasmobranchii,1
287795,cnidaria,1
355016,,9
143605,,7
442657,malacostraca,3
258988,malacostraca,4
547894,malacostraca,1
1007365,annelida,1
170019,,3
251147,,1
532737,gastropoda,18
489272,malacostraca,23
419011,,6
352749,,1
826985,,2
423474,,63
183322,,4
141663,,506
171908,,1
103181,malacostraca,88
127402,actinopterygii,1386
273576,actinopterygii,8
421090,,50
505553,,13
838544,,33
128389,,130
117780,cnidaria,1
655056,,122
122768,,36
207144,cnidaria,2626
289240,cnidaria,20
382841,malacostraca,21
371183,,2
278182,actinopterygii,3
814988,,2
495363,,4262
390045,malacostraca,2
135328,cnidaria,21
102590,malacostraca,1
289455,cnidaria,180
761798,,2
426731,,1
724766,,3
357765,,1
218448,actinopterygii,273
591477,gastropoda,17
588362,gastropoda,8
480998,,1
272548,actinopterygii,104
514865,malacostraca,2
141533,gastropoda,14
563552,,2
759400,gastropoda,7
126685,actinopterygii,3
127213,actinopterygii,139
434288,gastropoda,7
160338,gastropoda,5
835503,,2
109855,,15
170927,,23
419204,,6
1039394,annelida,1
131106,annelida,4455
118676,malacostraca,144
255111,,3
288260,cnidaria,10
276052,actinopterygii,89692
281919,actinopterygii,88
421339,,4
848949,gastropoda,9
506514,,4
233754,,10
367054,malacostraca,1
285708,cnidaria,1
124451,,3
104065,,147
707897,,4
150674,,8
143106,,6
340696,,2
285530,cnidaria,7
110022,,748
127324,actinopterygii,50
215918,,3
286929,cnidaria,48
215985,,4
461458,,2
131540,annelida,539
594745,,51
160785,,3
140692,,4301
417561,,29
443848,malacostraca,2
109679,,5
283257,cnidaria,7
1245271,,2
426289,gastropoda,9
631481,,10
510769,malacostraca,1
616638,,10
449125,,9
477725,malacostraca,1
506790,,102
571613,gastropoda,1
246786,,87
447911,,2
432643,gastropoda,1
288929,cnidaria,1
234478,,3
573217,gastropoda,109
583451,,2
421361,,2
218862,actinopterygii,825
613660,,24
463688,,1
283117,elasmobranchii,42
831177,gastropoda,2
413981,annelida,66
527152,,2
373426,,2
494870,,5
820372,annelida,32
406399,,1
371783,,2
219527,actinopterygii,7
441016,malacostraca,9
549041,malacostraca,10
216349,gastropoda,258
831836,gastropoda,1
290017,cnidaria,16
527096,,30
529595,,6
649904,,3
277848,actinopterygii,31
155954,,2
196366,,2
514396,malacostraca,3
737580,,131
107181,malacostraca,68
868487,malacostraca,10
475763,annelida,4
281740,actinopterygii,1
1345999,gastropoda,1
431706,malacostraca,13
216382,gastropoda,326
219984,actinopterygii,336
847930,gastropoda,387
441979,malacostraca,9
863528,,10
329220,annelida,1
272177,actinopterygii,74
361948,,1
326554,annelida,3
231591,cnidaria,1
421555,malacostraca,2
143190,,12
231273,,124
328949,annelida,2
1296073,,58
761645,gastropoda,18
438845,gastropoda,8
342353,,1
591564,gastropoda,15
121712,,24
373766,,165
597370,gastropoda,3
231873,,4348
422327,,8
444994,malacostraca,7
141457,,4
346093,,4
464797,gastropoda,1
820547,,2
333467,annelida,8
1059799,actinopterygii,2034
422261,,8
413046,,77
213345,,2
435269,gastropoda,12
826558,malacostraca,1
377294,,1
442241,malacostraca,17
467307,gastropoda,4
458164,gastropoda,37
279584,actinopterygii,570
746070,,596
1053388,malacostraca,7
573312,,1
173801,,2
279626,actinopterygii,508
121418,,5
251118,,3
392117,malacostraca,20
255134,,2
490849,gastropoda,1
555828,malacostraca,114
104670,,802
243728,,37
505765,,29
380302,,14
394058,malacostraca,2
282014,actinopterygii,3
918593,,1
579519,,1
581640,cnidaria,1
421760,malacostraca,45
1074818,gastropoda,8
597605,,3
532263,gastropoda,1
420014,gastropoda,8
114493,,2
160828,,259
830034,,2
897015,,1104
271479,elasmobranchii,70
256565,malacostraca,13
175208,malacostraca,2
276668,actinopterygii,394
555249,malacostraca,2
213416,,1
549930,gastropoda,9
412855,,2
386802,,6
128035,,1
275924,actinopterygii,108
1312875,,31
266581,,1
149430,,24
408950,malacostraca,1
1061757,malacostraca,1
451247,,4
101902,malacostraca,11
456633,gastropoda,742
744729,gastropoda,371
210697,,1
564254,gastropoda,1
103588,,12
346601,,6
988068,gastropoda,9
239410,,2
443838,malacostraca,4
351956,,15
366683,malacostraca,2
173200,,624
559274,,3
158534,,34
120992,,231
459108,malacostraca,5
957180,annelida,1
575282,gastropoda,36
575119,gastropoda,3
313514,actinopterygii,1664
146560,,153
361214,,5
832708,,1
208675,malacostraca,12
373345,,1
217991,actinopterygii,283
444123,malacostraca,78
422494,,52
278779,actinopterygii,2
126397,actinopterygii,57
130690,annelida,539
579511,,2
592014,gastropoda,4
444303,malacostraca,1
459905,,2
255550,malacostraca,4
158598,actinopterygii,24
628941,,18
389056,,4
827749,,1
157207,,1043
441382,malacostraca,10
208919,,1962
266301,annelida,6
1264164,malacostraca,6
126606,actinopterygii,43
102502,malacostraca,10
283211,actinopterygii,6
280754,actinopterygii,207
536727,gastropoda,6
372113,,4
397376,,6
341684,,117
421585,malacostraca,98
536266,gastropoda,7
373401,,8
511806,gastropoda,97
480461,,1
759930,annelida,1
283589,cnidaria,2
417522,,12
214300,,36
513597,,22
869773,gastropoda,5
143495,,6
515713,malacostraca,1
114735,,2
272607,actinopterygii,5
572221,gastropoda,12
226276,malacostraca,3
730558,,2
389416,annelida,2
593487,gastropoda,8
570120,gastropoda,8
491061,gastropoda,5
366508,malacostraca,10
549277,malacostraca,223
398367,actinopterygii,2
114574,,2
276675,actinopterygii,183
334013,annelida,29
257021,malacostraca,22
170018,,2
494953,,11
924653,,2
461766,,4
557528,malacostraca,1
216498,,161
342676,,3
356948,,254
165472,,100
419870,gastropoda,4
140624,,911
712506,actinopterygii,203
273528,actinopterygii,121
230528,,158
548930,malacostraca,1
469389,,12
327218,annelida,1
872331,gastropoda,4
558703,malacostraca,2
418859,cnidaria,113
913232,,17
128146,,147
265884,,2
165982,,3
333037,annelida,283
328817,annelida,4
405353,actinopterygii,3
220340,actinopterygii,6
145836,,38
534698,malacostraca,142
533404,gastropoda,1
274701,actinopterygii,7
111807,,16
575224,gastropoda,9
260335,malacostraca,7
102439,malacostraca,179
475280,gastropoda,5
1306583,,169
504992,,74
182181,malacostraca,31
493314,,4
723024,gastropoda,6
441543,malacostraca,12
605826,gastropoda,2
733263,,32
217647,elasmobranchii,47
564553,gastropoda,298
152488,,3
421535,malacostraca,375
141962,,117
433296,gastropoda,10
529614,,103
272468,actinopterygii,5
273314,actinopterygii,3
124722,,30
121630,,1
280837,actinopterygii,4
484118,,3
275783,actinopterygii,7030
460398,,9
1000335,gastropoda,26
284606,cnidaria,22
114050,,102
594607,gastropoda,84
214010,,137
732645,malacostraca,1
146830,,99
478545,,9
472928,malacostraca,62
173205,cnidaria,19
514781,malacostraca,1
534057,gastropoda,154
965615,,52
239637,,4
375478,,1
130530,annelida,120
280809,actinopterygii,712
354908,,2
189799,,2
207066,cnidaria,41
169424,,2
464166,,1
344011,reptilia,226
130602,annelida,47
489285,malacostraca,3
216082,gastropoda,11
334110,annelida,11
505084,,6
291254,cnidaria,16
547893,malacostraca,12
920636,,6
256673,malacostraca,1
731404,gastropoda,2
599051,gastropoda,7
240034,,15
105887,elasmobranchii,11344
481004,,1
174417,annelida,29
247481,malacostraca,12
208420,gastropoda,2
278824,actinopterygii,3
391269,,5
256409,malacostraca,7
442652,malacostraca,29
598668,gastropoda,6
197122,,107
868057,,17
554806,malacostraca,1
888570,,12
326335,annelida,20
237659,malacostraca,6
282741,actinopterygii,259
533550,gastropoda,2
514703,malacostraca,2
265847,,2
157458,,245
283672,cnidaria,14
239523,,2
344769,,3
214277,,416
145587,,10
134347,,1
257179,malacostraca,1
234718,actinopterygii,4
240103,,1
139032,gastropoda,103
457860,gastropoda,12
239882,,8
444155,malacostraca,3
355341,,3
172942,,9
870982,,1
104798,,2080
282662,actinopterygii,1
286347,cnidaria,9
107183,malacostraca,83
291059,cnidaria,9
1310301,,1
353223,,4
840387,,23
419961,gastropoda,29
159562,actinopterygii,388
129849,annelida,8
356727,,2
255776,malacostraca,3
282833,actinopterygii,23
556800,malacostraca,14
506594,,76
143475,,1
272987,actinopterygii,83
257029,malacostraca,3
419546,gastropoda,196
879578,,25
129056,,24
121632,,3
276976,actinopterygii,4
160539,,844
104550,,3590
421817,malacostraca,28
227928,,7
427614,,40
440478,malacostraca,26
135496,cnidaria,145
147748,,51
731235,annelida,409
213291,,12
302234,actinopterygii,44
125332,cnidaria,45
344517,,1
330437,annelida,167
1030634,,9
327926,annelida,26
289101,cnidaria,2
231412,mammalia,1111
280752,actinopterygii,16
315735,actinopterygii,24
272455,actinopterygii,13669
506551,,58
593084,cnidaria,6
173436,,8
599560,gastropoda,1
239713,,4
276103,actinopterygii,14
117365,cnidaria,87
133986,,1
548976,malacostraca,8
112815,,94
1289434,,3
215742,gastropoda,8
714454,,1
865316,gastropoda,2
148992,,7655
212259,actinopterygii,749
278744,actinopterygii,27
895253,,12
274588,actinopterygii,2
229136,,1
234476,,747
132288,,3
257448,malacostraca,24
121378,,216
152535,,2
138797,,326
282537,actinopterygii,129
107225,malacostraca,24
433912,gastropoda,17
328391,annelida,50
276870,actinopterygii,15
873640,,24
128950,,432
593080,cnidaria,2
421941,malacostraca,22
274726,actinopterygii,455
513505,,2
463800,,1
219035,actinopterygii,509
1056515,malacostraca,1
219543,actinopterygii,24
209812,annelida,156
173488,,5
599893,,1
138759,gastropoda,140
165740,,5
963783,,3
161138,,3
107561,malacostraca,314
220869,,7
328598,annelida,2
117448,cnidaria,31
531277,gastropoda,2
392166,malacostraca,68
168172,,1
856293,cnidaria,18
103327,cnidaria,6
276553,actinopterygii,19
505790,,10
423168,malacostraca,1
217784,actinopterygii,55
585878,gastropoda,1
171008,,1
491835,malacostraca,1
555856,gastropoda,85
137088,mammalia,11421
278505,actinopterygii,164
101947,malacostraca,7
817850,annelida,2
433523,gastropoda,3
129770,annelida,94
514577,malacostraca,1
420138,gastropoda,2
1322663,,7
895261,,3
428792,malacostraca,1
356040,,1
509190,malacostraca,6
735274,,143
283351,cnidaria,4
438782,gastropoda,95
467321,gastropoda,24
277127,actinopterygii,1819
171032,,3
708801,,1
411017,cnidaria,6
257415,malacostraca,2
435104,gastropoda,59
235095,,213
720331,gastropoda,2
233165,,2
967836,,4951
505623,,6
593301,malacostraca,3
289419,cnidaria,212
284304,cnidaria,179
377611,malacostraca,145
290060,cnidaria,4
730688,cnidaria,574
209393,actinopterygii,25
166996,,2
279250,actinopterygii,20
754637,gastropoda,2
372533,,1
331797,annelida,1
271695,actinopterygii,7
1061809,malacostraca,2
287726,cnidaria,2
598596,gastropoda,2
155403,annelida,20
712042,malacostraca,2
449953,gastropoda,11
153356,,5
377629,malacostraca,17
421924,malacostraca,69
345250,,11
282915,actinopterygii,794
1297972,malacostraca,1
532752,,2
334632,annelida,1
278321,actinopterygii,8
288636,cnidaria,6
445146,malacostraca,15
166760,,12
556290,,8
141148,gastropoda,29
273489,actinopterygii,134
279388,actinopterygii,39
213849,,2
392220,malacostraca,10
148063,,1
451329,,9
136385,malacostraca,3
215700,gastropoda,71
281444,actinopterygii,2
470971,,2
392661,malacostraca,3
284222,cnidaria,3
230068,,134
214329,,105
217625,actinopterygii,745
275214,actinopterygii,3
373267,,14
134666,,224
371701,,13
217688,actinopterygii,521
154037,gastropoda,1
241344,,37
282320,actinopterygii,244
380784,,14
166904,,4
719910,,4
220801,,34
289509,cnidaria,1
567472,aves,36
261190,malacostraca,1
989153,,3
399237,gastropoda,12
798584,,16
322575,,18
133198,,4
276527,actinopterygii,38
235513,,2
278008,actinopterygii,18
392554,malacostraca,19
208533,gastropoda,4
993416,annelida,1
277472,actinopterygii,47
598190,gastropoda,30
244578,malacostraca,21
371675,,1315
277112,actinopterygii,25
331800,annelida,3
890217,gastropoda,9
242924,,1
237741,malacostraca,29
281965,actinopterygii,2
215407,,45
558218,gastropoda,57
175395,,20
287947,cnidaria,64
111351,,3295
734529,annelida,403
109843,,318
100870,cnidaria,6
282773,actinopterygii,22
120038,malacostraca,1
158112,malacostraca,1955
710674,annelida,2
1289925,,1
883237,,1
595718,annelida,2
117602,cnidaria,7
568021,gastropoda,15
529049,,2
218765,actinopterygii,1146
159530,actinopterygii,246
500180,,3
282861,actinopterygii,2
1030558,,2
835088,actinopterygii,25
255429,malacostraca,4
868484,,2
281119,actinopterygii,19
171518,,4
515687,malacostraca,21
273148,actinopterygii,47
421509,malacostraca,10
419377,gastropoda,31
529589,,14
333836,annelida,4
425874,malacostraca,8
531555,gastropoda,6
965674,,1
220326,malacostraca,9
330174,annelida,7
515486,malacostraca,36
278746,actinopterygii,3
342380,,9
391411,,3
505778,,84
712834,actinopterygii,45
